domain	url	http_code	domain_whois_created	domain_whois_changed	domain_whois_expires	domain_internet_archive_created	domain_moz_domain_authority	domain_moz_mozrank	links	external_equity_links	document_html_length	document_text_length	document_text_to_html_ratio	document_html_meta_title_length	document_html_meta_description_length	document_html_meta_keyword_length	document_links_count	document_links_attr_follow_count	document_links_attr_nofollow_count	document_website_links_attr_follow_count	document_website_links_attr_nofollow_count	document_link_distribution_range_1	document_link_distribution_range_2	document_link_distribution_range_3	document_link_distribution_range_4	document_link_distribution_range_5	document_website_link_distribution_range_1	document_website_link_distribution_range_2	document_website_link_distribution_range_3	document_website_link_distribution_range_4	document_website_link_distribution_range_5	document_external_link_distribution_range_1	document_external_link_distribution_range_2	document_external_link_distribution_range_3	document_external_link_distribution_range_4	document_external_link_distribution_range_5	document_performance_total_time	document_performance_speed_download	document_security_google_safe_browsing
bachusantol11.id.joe.pl	http://bachusantol11.id.joe.pl/	200	NULL	NULL	NULL	NULL	51.3605	2.3181	5.0000	0.0000	15967	2069	12.9580	22	175	174	86	84	2	0	1	1	23	8	8	10	1	NULL	NULL	NULL	NULL	1	23	7	8	10	0.2285	69888	0
bahn-in-pommern.de	http://bahn-in-pommern.de/links/03.htm	200	NULL	NULL	NULL	2001-04-05 22:23:16.0000	25.6076	6.0980	236.0000	8.0000	139631	32628	23.3673	13	22	0	329	329	0	1	0	67	60	63	58	61	NULL	NULL	NULL	1	NULL	47	60	62	58	59	0.1087	1284908	0
baiti.pl	http://baiti.pl/	200	NULL	NULL	NULL	2012-01-30 04:14:51.0000	19.6175	4.4247	241.0000	0.0000	54153	3262	6.0237	5	185	73	71	70	1	1	0	1	34	NULL	6	20	NULL	NULL	NULL	NULL	1	NULL	3	NULL	3	3	0.9896	54719	0
baiti.pl	http://baiti.pl/index.php/2-uncategorised/89-sylwester-w-rzymie-autokarowy	200	NULL	NULL	NULL	2012-01-30 04:14:51.0000	19.6175	4.4247	241.0000	0.0000	61595	7369	11.9636	29	185	153	69	68	1	1	0	1	34	2	1	21	NULL	NULL	NULL	NULL	1	NULL	3	1	1	4	0.6542	94153	0
baltexotic.ru	http://baltexotic.ru/en/hotels/index.php?SECTION_ID=32&ELEMENT_ID=676	200	NULL	NULL	NULL	2008-02-03 14:47:12.0000	21.7876	4.0862	187.0000	22.0000	67589	2148	3.1780	19	1	1	80	73	7	0	0	47	12	NULL	NULL	4	NULL	NULL	NULL	NULL	NULL	NULL	10	NULL	NULL	2	0.1957	345439	0
baltexotic.ru	http://baltexotic.ru/fr/hotels/?SECTION_ID=47	200	NULL	NULL	NULL	2008-02-03 14:47:12.0000	21.7876	4.0862	187.0000	22.0000	65216	1788	2.7417	8	1	1	57	56	1	0	0	38	9	NULL	NULL	4	NULL	NULL	NULL	NULL	NULL	1	9	NULL	NULL	2	0.6948	93866	0
ban.pl	http://ban.pl/	200	NULL	NULL	NULL	2001-02-02 02:14:00.0000	36.2460	6.0494	295975.0000	295202.0000	8656	1271	14.6835	19	19	19	32	32	0	5	0	4	9	11	6	2	1	NULL	NULL	4	NULL	2	NULL	NULL	NULL	1	0.2144	40374	0
bartiihh.w.interia.pl	http://bartiihh.w.interia.pl/	200	NULL	NULL	NULL	2005-04-18 22:22:20.0000	77.2076	3.4137	2.0000	2.0000	31173	1150	3.6891	28	0	0	73	73	0	1	0	NULL	1	18	37	12	NULL	NULL	NULL	1	NULL	NULL	NULL	7	37	12	0.2768	112628	0
basic-systems.blogspot.com	http://basic-systems.blogspot.com/	200	NULL	NULL	NULL	2004-07-30 17:56:15.0000	92.4711	3.3508	30.0000	27.0000	69874	22647	32.4112	79	0	0	156	156	0	3	0	10	27	26	14	62	NULL	3	NULL	NULL	NULL	4	16	12	6	29	0.2442	286087	0
basic-systems.blogspot.com	http://basic-systems.blogspot.com/2005/12/narzdzie-do-sprawdzania-pozycji.html	200	NULL	NULL	NULL	2004-07-30 17:56:15.0000	92.4711	3.3508	30.0000	27.0000	21668	1949	8.9948	115	0	0	47	47	0	1	0	1	NULL	5	22	18	NULL	NULL	NULL	1	NULL	NULL	NULL	1	19	7	0.2287	94742	0
berlinski.pl	http://berlinski.pl/pozycjonowanie-stron/linkujpro-upadek-systemu/	200	NULL	NULL	NULL	2005-11-27 08:53:31.0000	30.2256	4.8562	296.0000	40.0000	27954	7195	25.7387	66	140	0	65	42	23	1	1	10	16	14	5	20	NULL	2	NULL	NULL	NULL	NULL	2	7	NULL	11	1.7012	16431	0
bestquality7.tumblr.com	http://bestquality7.tumblr.com/	200	NULL	NULL	NULL	NULL	98.2982	0.0000	0.0000	0.0000	87047	8000	9.1904	12	31	44	44	44	0	1	0	1	NULL	10	20	13	NULL	NULL	NULL	1	NULL	NULL	NULL	6	9	6	0.7472	116494	0
bezprzesady.pl	http://bezprzesady.pl/hobby/gdzie-mozemy-w-poznaniu-kupic-naprawde-swieze-ryby	404	NULL	NULL	NULL	2007-10-12 19:06:27.0000	24.5706	4.6327	1181.0000	885.0000	22651	1501	6.6266	76	0	0	117	109	8	0	0	3	26	31	28	29	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0.6324	35816	0
biegdlapar.pl	http://biegdlapar.pl/	200	NULL	NULL	NULL	NULL	13.6106	3.7107	22.0000	20.0000	35374	2792	7.8928	41	0	0	78	56	22	1	0	NULL	16	17	18	27	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	22	0.6214	56923	0
biegdlapar.pl	http://biegdlapar.pl/kontakt/	200	NULL	NULL	NULL	NULL	13.6106	3.7107	22.0000	20.0000	24021	801	3.3346	24	0	0	35	32	3	1	0	NULL	7	NULL	13	15	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	12	10	0.4702	51084	0
biegpruszkow.pl	http://biegpruszkow.pl/partnerzy/	200	NULL	NULL	NULL	2014-05-30 01:20:02.0000	18.8644	4.1713	694.0000	652.0000	26159	444	1.6973	38	0	0	65	62	3	1	0	1	13	24	17	10	NULL	NULL	1	NULL	NULL	NULL	4	24	17	10	0.7409	35306	0
bigsponsor.pl	http://bigsponsor.pl/program/wypoczynek/Egzotyka__28	200	NULL	NULL	NULL	2001-04-20 08:45:47.0000	11.1998	4.3275	50.0000	4.0000	8303	1339	16.1267	37	190	131	22	22	0	1	0	NULL	1	7	6	7	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	6	1	0.0974	85248	0
bigsponsor.pl	http://bigsponsor.pl/program/wypoczynek/Egzotyka__28	200	NULL	NULL	NULL	2001-04-20 08:45:47.0000	11.1998	4.3275	50.0000	4.0000	8303	1339	16.1267	37	190	131	22	22	0	1	0	NULL	1	7	6	7	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	6	1	2.1668	3831	0
bigsponsor.pl	http://bigsponsor.pl/program/wypoczynek/Moje_Marzenia__32	200	NULL	NULL	NULL	2001-04-20 08:45:47.0000	11.1998	4.3275	50.0000	4.0000	8404	1815	21.5969	37	190	131	22	22	0	1	0	NULL	2	6	6	7	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	6	1	0.1328	63290	0
bigsponsor.pl	http://bigsponsor.pl/program/wypoczynek/Moje_Marzenia__32	200	NULL	NULL	NULL	2001-04-20 08:45:47.0000	11.1998	4.3275	50.0000	4.0000	8404	1815	21.5969	37	190	131	22	22	0	1	0	NULL	2	6	6	7	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	6	1	0.2250	37348	0
biotechnologia.pl	http://biotechnologia.pl/biotechnologia/doniesienia-naukowe/diagnoza-przez-internet-czy-mozna-uniknac-niebezpieczenstwa,12391	200	NULL	NULL	NULL	2001-03-01 20:12:34.0000	43.5885	5.5192	7924.0000	5566.0000	70900	10836	15.2835	142	199	216	161	158	3	1	0	62	15	8	NULL	18	NULL	1	NULL	NULL	NULL	NULL	10	NULL	NULL	12	1.9325	36687	0
biura-podrozy.studentnews.pl	http://biura-podrozy.studentnews.pl/serwis.php?&s=1851&pok=43511&c1=12&c1m=817&l=&id=97681	200	NULL	NULL	NULL	NULL	52.6360	2.5082	5.0000	0.0000	53749	9440	17.5631	130	0	0	186	186	0	1	0	41	72	37	13	20	NULL	NULL	NULL	1	NULL	41	18	5	11	20	0.0461	1165315	0
biura.turystyka.pl	http://biura.turystyka.pl/agroturystyka/agroturystyka,gory,izerskie,s,520/	200	NULL	NULL	NULL	2011-09-26 00:56:35.0000	19.6368	3.5982	110.0000	19.0000	26212	9398	35.8538	53	301	48	64	64	0	0	0	18	16	13	8	8	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	NULL	NULL	0.3333	78635	0
biuroprasowe.netpr.pl	http://biuroprasowe.netpr.pl/pr/153188/serwisy-agory-w-nowej-sieci-reklamowej-business-ad-network?rss=true	200	NULL	NULL	NULL	NULL	49.8036	4.5364	3069.0000	0.0000	4828	785	16.2593	156	0	0	18	18	0	0	0	NULL	3	7	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	NULL	1	0.3731	12940	0
biznes.blogspot.com	http://biznes.blogspot.com/	200	NULL	NULL	NULL	2004-12-10 23:13:47.0000	NULL	NULL	NULL	NULL	20473	1779	8.6895	45	203	71	42	42	0	1	0	NULL	NULL	4	7	28	NULL	NULL	1	NULL	NULL	NULL	NULL	2	3	3	0.2584	79236	0
biznes.blogspot.com	http://biznes.blogspot.com/2005_06_19_archive.html	200	NULL	NULL	NULL	2004-12-10 23:13:47.0000	NULL	NULL	NULL	NULL	18960	1406	7.4156	70	203	71	39	39	0	1	0	NULL	NULL	NULL	8	29	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	4	3	0.2467	76869	0
biznes.legia.com	http://biznes.legia.com/biznes.php?typ=news&id=141	200	NULL	NULL	NULL	2010-04-23 16:12:43.0000	51.8085	4.8855	24228.0000	26.0000	21408	922	4.3068	51	186	55	52	52	0	0	0	1	5	25	16	NULL	NULL	NULL	NULL	NULL	NULL	1	4	8	1	NULL	0.3636	58883	0
biznesatlas.com	http://biznesatlas.com/wpis.php?id=69976	200	NULL	NULL	NULL	2012-06-25 00:29:11.0000	29.5806	4.9430	1422.0000	1114.0000	15222	965	6.3395	25	0	0	26	26	0	1	0	2	5	NULL	6	12	NULL	NULL	NULL	NULL	1	NULL	1	NULL	NULL	7	0.7485	20337	0
biznesoweinfo.pl	http://biznesoweinfo.pl/szukac-zlecen-copywritera/	200	NULL	NULL	NULL	2013-12-03 12:59:14.0000	NULL	NULL	NULL	NULL	100224	16018	15.9822	68	173	0	149	92	57	1	0	NULL	23	50	32	42	NULL	1	NULL	NULL	NULL	NULL	5	7	3	8	0.2441	410663	0
blog.bexlab.pl	http://blog.bexlab.pl/	200	NULL	NULL	NULL	2008-06-17 07:44:59.0000	NULL	NULL	NULL	NULL	38039	6026	15.8416	25	0	0	122	93	29	1	0	3	29	35	39	16	NULL	NULL	NULL	1	NULL	NULL	3	8	13	3	0.6999	54351	0
blog.bexlab.pl	http://blog.bexlab.pl/wordpress-odc1-szablon/21/	200	NULL	NULL	NULL	2008-06-17 07:44:59.0000	NULL	NULL	NULL	NULL	37708	7245	19.2134	96	0	0	99	82	17	1	0	2	18	25	37	16	NULL	NULL	NULL	1	NULL	NULL	7	8	13	3	0.8267	45610	0
blog.brandgravity.pl	http://blog.brandgravity.pl/marketing-szeptany-jak-to-dziala/	200	NULL	NULL	NULL	2013-05-07 08:08:49.0000	19.9118	4.9965	45.0000	1.0000	25311	7256	28.6674	59	0	0	69	60	9	0	0	2	2	9	33	23	NULL	NULL	NULL	NULL	NULL	1	1	1	2	1	0.6577	38485	0
blog.eholiday.pl	http://blog.eholiday.pl/poradnik/dlaczego-nie-powinno-sie-powielac-tresci-w-internecie/	200	NULL	NULL	NULL	2011-02-26 20:49:55.0000	57.0709	5.3886	13853.0000	2086.0000	26630	8854	33.2482	60	0	0	56	43	13	1	0	7	NULL	8	18	23	NULL	NULL	1	NULL	NULL	NULL	NULL	1	NULL	8	0.3424	77780	0
blog.fones.pl	http://blog.fones.pl/post/2014-03-31/finalisci-start-up-fest-2014-opinia/	200	NULL	NULL	NULL	2010-05-17 00:36:24.0000	18.4400	4.6345	682.0000	468.0000	41849	14381	34.3640	46	91	40	49	36	13	1	0	NULL	12	17	14	5	NULL	NULL	1	NULL	NULL	NULL	8	17	5	3	0.3546	118007	0
blog.ilpalagetto.it	http://blog.ilpalagetto.it/	200	NULL	NULL	NULL	2013-08-20 05:21:14.0000	23.9921	4.4614	4525.0000	4070.0000	46490	19627	42.2177	72	201	74	138	66	72	0	0	17	21	30	20	50	NULL	NULL	NULL	NULL	NULL	2	4	3	1	4	1.8334	25357	0
blog.jeza.pl	http://blog.jeza.pl/category/pozycjonowanie/	200	NULL	NULL	NULL	2007-10-11 00:26:24.0000	17.2103	4.5314	113.0000	73.0000	16510	5216	31.5930	49	0	0	66	47	19	2	0	7	16	10	12	20	NULL	NULL	NULL	1	NULL	1	4	NULL	2	4	0.1434	115135	0
blog.onet.pl	http://blog.onet.pl/blogroku2006/0,3864,0,1375752,lista.html	200	NULL	NULL	NULL	2004-04-06 09:53:15.0000	88.3151	5.2792	1247.0000	915.0000	13159	808	6.1403	39	0	10	36	34	2	1	0	4	8	8	9	7	NULL	NULL	NULL	1	NULL	3	NULL	NULL	7	6	0.3726	35312	0
blog.onet.pl	http://blog.onet.pl/blogroku2006/0,3864,0,1375758,lista.html	200	NULL	NULL	NULL	2004-04-06 09:53:15.0000	88.3151	5.2792	1247.0000	915.0000	13128	777	5.9186	39	0	10	36	34	2	1	0	4	8	8	9	7	NULL	NULL	NULL	1	NULL	3	NULL	NULL	7	6	0.2687	48866	0
blog.performancemedia.pl	http://blog.performancemedia.pl/seo/nienaturalne-linki-i-prosba-o-ponowne-rozpatrzenie-zgloszenia-witryny	200	NULL	NULL	NULL	2010-12-18 05:22:04.0000	35.3191	6.1381	1222.0000	168.0000	49864	9758	19.5692	71	162	19	92	82	10	0	0	NULL	25	12	15	30	NULL	NULL	NULL	NULL	NULL	NULL	5	3	5	23	0.1893	263422	0
blog.poradnik-webmastera.com	http://blog.poradnik-webmastera.com/218/skrypty/sledzenie-osob-wchodzacych-z-kanalow-na-strone	200	NULL	NULL	NULL	2008-08-30 05:05:21.0000	75.5153	5.8860	528.0000	33.0000	32905	6976	21.2004	95	167	107	107	99	8	0	1	5	12	16	39	35	NULL	NULL	1	NULL	NULL	1	3	2	4	3	0.4536	72548	0
blog.pozycjoner.net	http://blog.pozycjoner.net/kat-10-linki.htm	200	NULL	NULL	NULL	2008-08-20 00:35:48.0000	39.0492	4.5521	282.0000	101.0000	12802	1246	9.7329	49	0	0	34	34	0	1	0	NULL	7	9	9	9	NULL	NULL	NULL	1	NULL	NULL	4	NULL	6	4	0.6386	20046	0
blog.pozycjoner.net	http://blog.pozycjoner.net/wiecej-90-stronyseo.htm	200	NULL	NULL	NULL	2008-08-20 00:35:48.0000	39.0492	4.5521	282.0000	101.0000	14674	782	5.3292	54	0	0	27	27	0	1	0	NULL	3	9	7	8	1	NULL	NULL	NULL	NULL	NULL	1	3	1	7	0.2336	62819	0
blog.propartner.pl	http://blog.propartner.pl/co-to-jest-pozycjonowanie-stron/	200	NULL	NULL	NULL	2007-04-29 17:45:45.0000	NULL	NULL	NULL	NULL	49869	11251	22.5611	51	149	0	177	172	5	1	0	28	46	55	21	24	NULL	NULL	NULL	NULL	1	9	NULL	NULL	8	18	4.9338	10107	0
blog.seosklep24.pl	http://blog.seosklep24.pl/kolejny-wysyp-powiadomien-od-google/	200	NULL	NULL	NULL	2013-04-30 08:46:07.0000	32.7825	4.3089	757.0000	143.0000	52721	8017	15.2065	116	0	117	91	55	36	0	1	8	14	23	21	25	NULL	NULL	1	NULL	NULL	NULL	2	7	7	6	0.2562	205743	0
blog.shpyo.net	http://blog.shpyo.net/	200	NULL	NULL	NULL	2006-04-20 05:14:42.0000	NULL	NULL	NULL	NULL	19648	5329	27.1224	39	0	0	74	72	2	1	0	12	28	6	16	11	NULL	NULL	NULL	NULL	1	3	NULL	NULL	1	NULL	0.0947	207368	0
blog.shpyo.net	http://blog.shpyo.net/168/guglarz-pod-ostrzalem-pytan.html	200	NULL	NULL	NULL	2006-04-20 05:14:42.0000	NULL	NULL	NULL	NULL	38508	14434	37.4831	29	0	0	82	80	2	1	0	36	10	16	11	7	NULL	1	NULL	NULL	NULL	3	2	2	NULL	NULL	0.2400	160476	0
blog.shpyo.net	http://blog.shpyo.net/305/semcamp-9---relacja.html	200	NULL	NULL	NULL	2006-04-20 05:14:42.0000	NULL	NULL	NULL	NULL	26638	9565	35.9074	20	0	0	74	66	8	0	1	13	28	7	21	4	NULL	NULL	1	NULL	NULL	3	NULL	6	1	NULL	0.1676	158980	0
blog.sprawna.pl	http://blog.sprawna.pl/2007/06/23/nocna-optymalizacja-seoparty-2007/	200	NULL	NULL	NULL	2007-06-06 23:37:12.0000	NULL	NULL	NULL	NULL	22289	6952	31.1903	54	0	0	74	60	14	1	0	8	2	7	34	23	NULL	1	NULL	NULL	NULL	NULL	2	NULL	NULL	10	1.7985	12392	0
blog.tausendundeinbuch.info	http://blog.tausendundeinbuch.info/	200	NULL	NULL	NULL	2013-01-13 05:27:23.0000	22.9679	4.4262	242.0000	0.0000	83867	31616	37.6978	28	0	0	406	387	19	3	0	58	84	74	86	85	3	NULL	NULL	NULL	NULL	51	78	69	80	64	0.8518	98459	0
blog.tiger.com.pl	http://blog.tiger.com.pl/	200	NULL	NULL	NULL	2011-04-03 07:47:30.0000	NULL	NULL	NULL	NULL	60768	15512	25.5266	23	0	0	278	255	23	1	0	42	88	54	58	36	NULL	NULL	NULL	1	NULL	1	8	54	52	14	1.3888	43755	0
blog.tiger.com.pl	http://blog.tiger.com.pl/2015/02/	200	NULL	NULL	NULL	2011-04-03 07:47:30.0000	NULL	NULL	NULL	NULL	52131	11505	22.0694	39	0	0	259	244	15	1	0	36	78	47	51	47	NULL	NULL	NULL	NULL	1	1	7	30	51	31	1.2792	40751	0
blogofpoland.com	http://blogofpoland.com/?p=223	200	NULL	NULL	NULL	2013-04-06 20:55:46.0000	9.1758	0.0000	3.0000	0.0000	125097	6911	5.5245	86	154	136	151	121	30	1	0	NULL	NULL	9	69	69	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	11	15	1.0144	123317	0
bluerank.blogspot.com	http://bluerank.blogspot.com/2009/08/google-caffeine.html	200	NULL	NULL	NULL	2006-06-25 21:19:19.0000	NULL	NULL	NULL	NULL	114627	11721	10.2253	37	245	701	398	266	132	1	0	17	76	97	103	89	1	NULL	NULL	NULL	NULL	11	19	NULL	NULL	5	0.3977	288231	0
bluesky.ru	http://bluesky.ru/	200	NULL	NULL	NULL	2002-04-15 21:22:40.0000	42.8579	5.3983	612.0000	475.0000	45951	4895	10.6527	78	453	444	132	132	0	0	0	NULL	6	51	7	68	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	37	0.6783	67739	0
bluesky29.ru	http://bluesky29.ru/	200	NULL	NULL	NULL	2012-09-09 17:34:40.0000	12.8890	4.9902	88.0000	70.0000	29966	6539	21.8214	39	0	0	29	29	0	0	0	2	4	19	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	7	1	NULL	0.8458	35427	0
boat-charter.bestofluxury.com	http://boat-charter.bestofluxury.com/windward-islands	404	NULL	NULL	NULL	NULL	40.2636	3.1250	11.0000	0.0000	293	156	53.2423	13	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.2638	1110	0
bookmarkjoli.webege.com	http://bookmarkjoli.webege.com/podroze.html	200	NULL	NULL	NULL	2013-05-04 07:09:27.0000	56.3492	3.2534	1.0000	1.0000	11735	4512	38.4491	45	164	54	98	98	0	1	0	21	19	19	18	12	NULL	1	NULL	NULL	NULL	2	18	16	16	10	0.4916	23872	0
bpartur.pl	http://bpartur.pl/index.php?action=1	200	NULL	NULL	NULL	2006-03-18 06:46:35.0000	10.7996	3.9482	14.0000	0.0000	4306	66	1.5327	21	0	0	2	2	0	0	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.1371	31408	0
breakdacycle.com	http://breakdacycle.com/?p=390	200	NULL	NULL	NULL	2014-07-01 07:12:07.0000	26.4039	4.8579	791.0000	408.0000	40985	7434	18.1383	75	161	0	128	116	12	1	0	9	16	17	21	58	NULL	1	NULL	NULL	NULL	NULL	1	2	7	2	1.3282	30858	0
brobility.com	http://brobility.com/article/building-your-own-quadcopter-assembly	200	NULL	NULL	NULL	2012-07-18 19:25:46.0000	22.4268	5.1071	182.0000	0.0000	83370	261	0.3131	55	284	0	123	112	11	4	0	3	28	20	34	33	NULL	NULL	1	NULL	NULL	NULL	8	1	9	NULL	2.1369	39013	0
bronikowski.com	http://bronikowski.com/107/boatcamp-czyli-jak-w-lodzi-hartowala-sie-stal/comment-page-1	200	NULL	NULL	NULL	2005-03-09 20:14:44.0000	NULL	NULL	NULL	NULL	23085	7855	34.0264	67	0	0	33	21	12	1	0	4	10	2	9	8	NULL	NULL	1	NULL	NULL	NULL	3	2	4	6	0.3209	71930	0
bronikowski.com	http://bronikowski.com/page/24	200	NULL	NULL	NULL	2005-03-09 20:14:44.0000	NULL	NULL	NULL	NULL	51859	23983	46.2466	65	0	0	125	66	59	1	0	25	18	25	25	32	NULL	NULL	1	NULL	NULL	7	8	5	7	9	0.3404	152355	0
bs.net.pl	http://bs.net.pl/ciekawe-rzeczy-w-sieci/sprawdz-kto-cie-leczy	200	NULL	NULL	NULL	2000-09-18 03:54:26.0000	38.9381	5.5242	4298.0000	1217.0000	30788	1457	4.7324	32	0	0	58	54	4	1	0	NULL	4	9	23	19	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	1.5747	19551	0
btkaliningrad.ru	http://btkaliningrad.ru/zharkie-strany	200	NULL	NULL	NULL	2013-03-17 12:21:51.0000	19.1026	4.7559	272.0000	36.0000	84445	2217	2.6254	112	220	617	61	60	1	2	0	12	NULL	NULL	NULL	49	NULL	NULL	NULL	NULL	2	1	NULL	NULL	NULL	27	0.2625	321732	0
bucom2014.iabcpoland.pl	http://bucom2014.iabcpoland.pl/partnerzy/	200	NULL	NULL	NULL	NULL	28.4396	4.2934	44.0000	29.0000	41191	9113	22.1238	57	42	82	69	63	6	0	0	NULL	26	13	19	5	NULL	NULL	NULL	NULL	NULL	NULL	20	11	15	2	0.6617	62253	0
bulgaria.a2a.pl	http://bulgaria.a2a.pl/2008/02/03/hotel-azalia-bulgaria-tanie-kwatery-urlop/	200	NULL	NULL	NULL	2008-04-20 12:19:17.0000	33.5039	5.3431	442.0000	6.0000	19876	2346	11.8032	0	0	0	84	35	49	1	0	2	21	27	25	9	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	2	5	0.5178	38382	0
bulgaria.a2a.pl	http://bulgaria.a2a.pl/tag/plaza/	200	NULL	NULL	NULL	2008-04-20 12:19:17.0000	33.5039	5.3431	442.0000	6.0000	34061	7465	21.9166	0	0	0	142	57	85	1	0	16	47	32	24	23	NULL	NULL	NULL	NULL	1	NULL	NULL	3	NULL	4	0.9409	36200	0
bustersmachine.blogspot.com	http://bustersmachine.blogspot.com/	200	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	62784	2550	4.0615	15	0	0	56	50	6	1	0	1	NULL	21	29	2	NULL	NULL	NULL	1	NULL	NULL	NULL	11	22	2	0.4568	137443	0
bustersmachine.blogspot.com	http://bustersmachine.blogspot.com/2010/12/hakerzy-atakuja-wrogow-wikileaks.html	200	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	58976	1699	2.8808	51	0	0	47	43	4	1	0	2	NULL	15	26	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	10	18	NULL	0.4674	126181	0
bycwidocznym.pl	http://bycwidocznym.pl/	200	NULL	NULL	NULL	2009-08-31 15:06:04.0000	22.7054	2.5726	5.0000	4.0000	53902	6090	11.2983	80	137	0	178	112	66	103	64	12	55	54	56	1	12	55	50	50	NULL	12	55	53	55	1	1.5629	34489	0
carrots.pl	http://carrots.pl/	200	NULL	NULL	NULL	NULL	18.2255	0.0000	0.0000	0.0000	36530	1745	4.7769	18	50	29	83	66	17	0	0	6	33	11	10	23	NULL	NULL	NULL	NULL	NULL	5	31	11	10	23	0.3781	96604	0
cartoonist.nu	http://cartoonist.nu/stefanfurman.php	200	NULL	NULL	NULL	NULL	12.5947	3.0806	15.0000	0.0000	3568	1035	29.0078	42	43	0	34	34	0	0	0	2	11	12	7	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0.0494	72212	0
caslunicko.cesys.info	http://caslunicko.cesys.info/aktuality/6:odlety-z-katovic.html	200	NULL	NULL	NULL	2009-10-12 03:32:51.0000	42.4629	0.0000	0.0000	0.0000	62114	7840	12.6220	42	221	423	20	18	2	1	0	5	1	NULL	NULL	10	NULL	NULL	NULL	NULL	1	2	NULL	NULL	NULL	3	0.6202	100148	0
cat.dirpress.webt.pl	http://cat.dirpress.webt.pl/1710/darmowe-gry.html	500	NULL	NULL	NULL	2014-11-24 00:56:42.0000	46.2913	3.6875	759.0000	0.0000	1971	82	4.1603	32	0	0	2	2	0	0	0	1	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.5516	3573	0
catalog1.reklamawinternecie.xwl.pl	http://catalog1.reklamawinternecie.xwl.pl/Gry_w_przegladarce/3738/	200	NULL	NULL	NULL	NULL	32.6046	4.2143	2827.0000	0.0000	35003	4864	13.8960	24	0	0	153	77	76	0	0	28	33	21	31	40	NULL	NULL	NULL	NULL	NULL	27	33	21	31	40	0.7599	46061	0
centrumsprawnoscidziecka.pl	http://centrumsprawnoscidziecka.pl/	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	14187	2842	20.0324	27	157	285	39	39	0	2	0	5	16	2	4	12	NULL	2	NULL	NULL	NULL	NULL	4	NULL	NULL	4	0.9424	15053	0
centrumsprawnoscidziecka.pl	http://centrumsprawnoscidziecka.pl/kontakt/	200	NULL	NULL	NULL	NULL	1.0000	0.0000	0.0000	0.0000	10097	828	8.2005	37	157	285	33	33	0	3	0	1	11	6	4	11	NULL	3	NULL	NULL	NULL	NULL	5	NULL	3	4	2.6532	3805	0
cezars.hostit.pl	http://cezars.hostit.pl/inne/bookmarks.html	200	NULL	NULL	NULL	2010-04-04 11:05:37.0000	NULL	NULL	NULL	NULL	433892	28612	6.5943	9	0	0	533	533	0	1	0	101	98	100	108	126	NULL	1	NULL	NULL	NULL	97	98	100	107	117	0.6317	686872	0
ch-pogoria.pl	http://ch-pogoria.pl/index.php/sklepy?view=szczegoly&id=3130	200	NULL	NULL	NULL	2011-09-25 20:29:38.0000	29.6694	5.5503	447.0000	212.0000	8786	735	8.3656	41	8	8	35	35	0	1	0	2	NULL	17	10	6	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	2	1.9074	4606	0
ch-pogoria.pl	http://ch-pogoria.pl/sklepy?start=20	200	NULL	NULL	NULL	2011-09-25 20:29:38.0000	29.6694	5.5503	447.0000	212.0000	39472	6213	15.7403	33	8	8	146	146	0	1	0	24	NULL	19	17	25	NULL	NULL	NULL	NULL	1	NULL	NULL	6	5	6	1.1659	33855	0
charlizemystery.com	http://charlizemystery.com/page/98/	200	NULL	NULL	NULL	2013-05-29 04:02:21.0000	33.3124	4.9884	1189.0000	1083.0000	54042	7690	14.2297	26	28	0	90	79	11	0	0	26	4	1	29	27	NULL	NULL	NULL	NULL	NULL	8	3	1	21	12	0.7108	76024	0
